state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,state_16,state_17,state_18,state_19,state_20,state_21,state_22,state_23,state_24,state_25,state_26,action_0,action_1,action_2,action_3,action_4,action_5,action_6,reward
0.3542066,0.42207587,-0.09298708,0.15790564,0.02738482,0.032457337,0.025608756,0.025375178,0.3,-2.3310347e-18,0.01989226,1.0,-2.141229e-12,0.0,1.6771548,0.536933,-0.061062064,0.08173017,0.24558395,0.3116591,-0.0035510818,0.025375178,0.3,-2.3310347e-18,0.01989226,1.0,-2.141229e-12,2.5752988,-11.501627,-11.166653,17.837986,-38.311356,64.02017,-25.737661,-6318.899
0.3700772,0.42655814,-0.09340022,0.15848088,0.030359995,0.029782182,0.02562109,0.025380742,0.3,-4.6596657e-13,0.019892275,1.0,-2.9647812e-12,0.0,1.5870615,0.44822764,-0.041313335,0.057522707,0.29751784,-0.26751572,0.0012333669,0.025380742,0.3,-4.6596657e-13,0.019892275,1.0,-2.9647812e-12,2.575057,-11.501768,-11.165887,17.83813,-38.311363,64.020355,-25.738377,-6318.914
0.38521516,0.4302504,-0.09369172,0.15882705,0.033283547,0.032845058,0.02564894,0.025396634,0.3,4.6596245e-13,0.019892268,1.0,-9.882542e-13,0.0,1.5137973,0.369228,-0.029151265,0.034617264,0.292355,0.30628753,0.002785118,0.025396634,0.3,4.6596245e-13,0.019892268,1.0,-9.882542e-13,2.5752716,-11.501659,-11.166552,17.838112,-38.311447,64.0203,-25.737877,-6318.925
0.3995031,0.43323943,-0.09389367,0.1590974,0.03639404,0.03281201,0.025638975,0.025376972,0.3,7.7660545e-13,0.01989226,1.0,-1.3176748e-12,0.0,1.4287949,0.29890126,-0.020194173,0.027036607,0.31104952,-0.0033047572,-0.000996634,0.025376972,0.3,7.7660545e-13,0.01989226,1.0,-1.3176748e-12,2.5749166,-11.501804,-11.165527,17.838306,-38.311424,64.02041,-25.73873,-6318.924
0.41301203,0.43560976,-0.09389151,0.15905784,0.03956601,0.03579831,0.025646225,0.025376946,0.3,1.3978914e-12,0.019892257,1.0,-1.4823852e-12,0.0,1.3508912,0.2370319,0.0002160091,-0.0039567854,0.3171967,0.2986297,0.0007251497,0.025376946,0.3,1.3978914e-12,0.019892257,1.0,-1.4823852e-12,2.575037,-11.501747,-11.165888,17.838326,-38.311478,64.02039,-25.738491,-6318.934
0.42560327,0.43744487,-0.093932316,0.15908223,0.04323169,0.031408526,0.025666649,0.025386436,0.3,1.2425698e-12,0.019892255,1.0,-2.3059386e-12,0.0,1.2591226,0.18351093,-0.0040802043,0.0024389466,0.366568,-0.4389784,0.0020423336,0.025386436,0.3,1.2425698e-12,0.019892255,1.0,-2.3059386e-12,2.5748029,-11.501833,-11.165204,17.83845,-38.31149,64.02045,-25.739017,-6318.9297
0.43757957,0.43881392,-0.09396608,0.15904745,0.04647497,0.032917984,0.025658522,0.025368642,0.3,9.319268e-13,0.019892251,1.0,-3.7883347e-12,0.0,1.1976329,0.13690606,-0.0033769344,-0.0034786062,0.3243283,0.1509459,-0.0008127439,0.025368642,0.3,9.319268e-13,0.019892251,1.0,-3.7883347e-12,2.5751371,-11.5016775,-11.166197,17.838375,-38.31156,64.020386,-25.738317,-6318.9478
0.44877046,0.4397912,-0.09396428,0.15898159,0.04989171,0.030786287,0.025662856,0.025366344,0.3,7.766053e-13,0.01989225,1.0,-2.9647814e-12,0.0,1.1190877,0.09772731,0.00018042,-0.0065850187,0.34167367,-0.2131696,0.00043349748,0.025366344,0.3,7.766053e-13,0.01989225,1.0,-2.9647814e-12,2.5747972,-11.50181,-11.1652,17.838562,-38.31154,64.02048,-25.739136,-6318.9424
0.45928454,0.44043607,-0.093968675,0.15895459,0.05318238,0.032187283,0.025660627,0.025357615,0.3,1.7085344e-12,0.019892246,1.0,-2.8000705e-12,0.0,1.0514076,0.06448667,-0.00043992407,-0.0026999316,0.329067,0.14009927,-0.00022302056,0.025357615,0.3,1.7085344e-12,0.019892246,1.0,-2.8000705e-12,2.5749702,-11.50173,-11.165712,17.838543,-38.3116,64.02044,-25.738766,-6318.953
0.46910873,0.4408034,-0.09393895,0.15895122,0.056503966,0.032012254,0.025653666,0.025345746,0.3,2.3298204e-12,0.019892246,1.0,-1.6470964e-12,0.0,0.9824206,0.036733855,0.0029729516,-0.00033728965,0.3321587,-0.017502733,-0.0006959804,0.025345746,0.3,2.3298204e-12,0.019892246,1.0,-1.6470964e-12,2.5746958,-11.501833,-11.164898,17.838684,-38.311592,64.0205,-25.73941,-6318.9497
0.47829232,0.44095296,-0.09393128,0.15890518,0.059742365,0.0334362,0.025681395,0.025365533,0.3,4.0383573e-12,0.019892246,1.0,-3.4589133e-12,0.0,0.9183551,0.014952897,0.0007663206,-0.004604575,0.3238402,0.14239496,0.0027730614,0.025365533,0.3,4.0383573e-12,0.019892246,1.0,-3.4589133e-12,2.5747433,-11.501804,-11.165038,17.838707,-38.31163,64.0205,-25.73933,-6318.954
0.48684335,0.44092625,-0.093879,0.15877126,0.06296512,0.03212907,0.025685683,0.025365256,0.3,3.7277143e-12,0.019892244,1.0,-3.6236235e-12,0.0,0.85510594,-0.002664891,0.005229106,-0.0133903595,0.32227498,-0.13071293,0.00042862352,0.025365256,0.3,3.7277143e-12,0.019892244,1.0,-3.6236235e-12,2.5745902,-11.501863,-11.164583,17.838795,-38.311638,64.02053,-25.739683,-6318.953
0.49481213,0.44075698,-0.09383893,0.15864453,0.066063836,0.030894857,0.025669798,0.025344938,0.3,5.5915728e-12,0.019892242,1.0,-3.4589128e-12,0.0,0.79687744,-0.016931908,0.0040070824,-0.0126734525,0.30987254,-0.12342149,-0.0015884507,0.025344938,0.3,5.5915728e-12,0.019892242,1.0,-3.4589128e-12,2.5747404,-11.50178,-11.165031,17.838787,-38.31167,64.02051,-25.73941,-6318.962
0.5022609,0.44047078,-0.09378848,0.15852496,0.06891166,0.031920124,0.02567924,0.025352085,0.3,6.2128592e-12,0.019892242,1.0,-6.2589916e-12,0.0,0.74488264,-0.028620236,0.0050444193,-0.011957468,0.28478163,0.102526285,0.00094419764,0.025352085,0.3,6.2128592e-12,0.019892242,1.0,-6.2589916e-12,2.5746942,-11.50179,-11.164886,17.83884,-38.311684,64.02052,-25.739553,-6318.964
0.5091723,0.44010308,-0.093704894,0.15835416,0.071597636,0.03151776,0.02567225,0.025341569,0.3,7.1447882e-12,0.019892242,1.0,-7.411965e-12,0.0,0.6911372,-0.036768336,0.008358546,-0.017080404,0.26859763,-0.040236317,-0.00069921196,0.025341569,0.3,7.1447882e-12,0.019892242,1.0,-7.411965e-12,2.5744896,-11.501874,-11.164273,17.838947,-38.31169,64.02057,-25.740017,-6318.9604
0.5155984,0.43967998,-0.093630984,0.15815242,0.07408488,0.030979186,0.025690865,0.025355445,0.3,6.6788237e-12,0.019892242,1.0,-7.247254e-12,0.0,0.64261055,-0.042309955,0.0073907604,-0.020173961,0.2487241,-0.053857,0.001861555,0.025355445,0.3,6.6788237e-12,0.019892242,1.0,-7.247254e-12,2.5745554,-11.501839,-11.164455,17.838957,-38.31171,64.02055,-25.739916,-6318.964
0.5215521,0.43922067,-0.09355256,0.15791567,0.07641347,0.029451804,0.025670744,0.02533231,0.3,7.921395e-12,0.019892242,1.0,-5.1060167e-12,0.0,0.59536624,-0.045934156,0.007843456,-0.023675565,0.23285897,-0.15273829,-0.0020119715,0.02533231,0.3,7.921395e-12,0.019892242,1.0,-5.1060167e-12,2.574524,-11.5018425,-11.164358,17.839005,-38.31172,64.02057,-25.740025,-6318.967
0.5270729,0.43876106,-0.09310246,0.15703452,0.07847137,0.029483404,0.025687646,0.025348794,0.3,7.766074e-12,0.019892242,1.0,-3.458911e-12,0.0,0.55207676,-0.04595972,0.045008857,-0.08811431,0.20579115,0.0031598657,0.0016902883,0.025348794,0.3,7.766074e-12,0.019892242,1.0,-3.458911e-12,2.574564,-11.501819,-11.164459,17.839018,-38.31174,64.02055,-25.739971,-6318.9688
0.5321791,0.4382475,-0.09307334,0.15686053,0.08028391,0.031299166,0.025699344,0.02535627,0.3,8.076718e-12,0.019892242,1.0,-2.4706472e-12,0.0,0.51062644,-0.051354688,0.0029119398,-0.01739955,0.18125375,0.18157649,0.0011695966,0.02535627,0.3,8.076718e-12,0.019892242,1.0,-2.4706472e-12,2.574428,-11.501861,-11.1640625,17.839104,-38.31174,64.02057,-25.740286,-6318.964
0.5368115,0.4377539,-0.09301184,0.15659183,0.08232978,0.03050686,0.025691431,0.025346046,0.3,8.38736e-12,0.019892242,1.0,-9.88251e-13,0.0,0.46323287,-0.049362622,0.0061500184,-0.026869094,0.2045868,-0.07923066,-0.0007911921,0.025346046,0.3,8.38736e-12,0.019892242,1.0,-9.88251e-13,2.5742328,-11.501952,-11.1634655,17.839205,-38.311745,64.020615,-25.740746,-6318.964
0.5410953,0.4372846,-0.09287445,0.1561895,0.08423661,0.027853277,0.025668424,0.025322538,0.3,8.38736e-12,0.019892242,1.0,-1.3176722e-12,0.0,0.4283867,-0.04692696,0.013738819,-0.04023333,0.19068246,-0.26535836,-0.0023007565,0.025322538,0.3,8.38736e-12,0.019892242,1.0,-1.3176722e-12,2.5743666,-11.501878,-11.163879,17.839191,-38.311775,64.0206,-25.740484,-6318.972
0.54501176,0.43686008,-0.09231455,0.15499233,0.08585793,0.029724501,0.025702361,0.025356023,0.3,8.698004e-12,0.019892242,1.0,-2.3059358e-12,0.0,0.39164436,-0.042450488,0.05599115,-0.11971751,0.16213173,0.1871225,0.0033937937,0.025356023,0.3,8.698004e-12,0.019892242,1.0,-2.3059358e-12,2.574472,-11.501825,-11.16418,17.839176,-38.311794,64.02057,-25.740276,-6318.974
0.5485775,0.4363957,-0.09234254,0.15490776,0.087350555,0.029173898,0.02572537,0.025376886,0.3,9.474611e-12,0.019892242,1.0,-9.882509e-13,0.0,0.35656977,-0.04644056,-0.0028000735,-0.008456573,0.14926286,-0.05506058,0.002300824,0.025376886,0.3,9.474611e-12,0.019892242,1.0,-9.882509e-13,2.5741057,-11.501962,-11.163129,17.83936,-38.31177,64.02063,-25.741085,-6318.962
0.5518113,0.4359624,-0.09229685,0.154732,0.08875309,0.028174892,0.0257021,0.025354285,0.3,8.076717e-12,0.019892242,1.0,-1.8118034e-12,0.0,0.323381,-0.043329373,0.0045696525,-0.01757513,0.14025338,-0.099900484,-0.0023269225,0.025354285,0.3,8.076717e-12,0.019892242,1.0,-1.8118034e-12,2.5742252,-11.501921,-11.163451,17.839336,-38.311794,64.02064,-25.740894,-6318.9727
0.55478,0.43555942,-0.09227228,0.15458834,0.08991229,0.029373907,0.025647547,0.025298283,0.3,8.23204e-12,0.019892242,1.0,-1.3176714e-12,0.0,0.29687142,-0.040298436,0.0024559896,-0.014367752,0.11591992,0.11990143,-0.0054554604,0.025298283,0.3,8.23204e-12,0.019892242,1.0,-1.3176714e-12,2.574224,-11.501915,-11.163438,17.839363,-38.311806,64.02064,-25.740917,-6318.977
0.55742204,0.435192,-0.09224868,0.1545172,0.091132656,0.029507756,0.025652207,0.025303826,0.3,7.766074e-12,0.019892242,1.0,-8.235396e-13,0.0,0.26420102,-0.036742814,0.0023605735,-0.0071129454,0.122036815,0.01338487,0.0004662628,0.025303826,0.3,7.766074e-12,0.019892242,1.0,-8.235396e-13,2.574009,-11.5020075,-11.162799,17.83947,-38.311802,64.020676,-25.741402,-6318.9717
0.5597675,0.434845,-0.09222178,0.15471707,0.09251937,0.02750925,0.025699705,0.025359442,0.3,6.9894667e-12,0.019892242,1.0,-1.9765134e-12,0.0,0.23455167,-0.034697235,0.0026898202,0.01998654,0.13867182,-0.19985062,0.004749776,0.025359442,0.3,6.9894667e-12,0.019892242,1.0,-1.9765134e-12,2.574028,-11.501991,-11.162869,17.839502,-38.311813,64.02068,-25.74139,-6318.973
0.56188214,0.43455735,-0.092215344,0.15456021,0.093513966,0.027541189,0.025717853,0.025366489,0.3,8.38736e-12,0.019892242,1.0,-9.882498e-13,0.0,0.21145968,-0.028765637,0.000644586,-0.0156873,0.09945974,0.0031937994,0.0018146094,0.025366489,0.3,8.38736e-12,0.019892242,1.0,-9.882498e-13,2.5740867,-11.501961,-11.163031,17.839481,-38.311832,64.02067,-25.741264,-6318.9746
0.5637704,0.43430147,-0.09219093,0.15440059,0.09437123,0.02812931,0.025689814,0.025337404,0.3,7.766075e-12,0.019892242,1.0,-1.4823816e-12,0.0,0.18882737,-0.02558912,0.0024406533,-0.015960563,0.08572659,0.05881212,-0.002803607,0.025337404,0.3,7.766075e-12,0.019892242,1.0,-1.4823816e-12,2.5739605,-11.502008,-11.162672,17.83958,-38.31183,64.02069,-25.741583,-6318.9756
0.5654131,0.43407503,-0.09214704,0.1542764,0.09527809,0.027147027,0.025682833,0.025331784,0.3,8.23204e-12,0.019892242,1.0,-1.3176705e-12,0.0,0.16426966,-0.022645265,0.0043888832,-0.012418615,0.09068595,-0.09822823,-0.0006983706,0.025331784,0.3,8.23204e-12,0.019892242,1.0,-1.3176705e-12,2.573872,-11.502045,-11.162405,17.839642,-38.31183,64.02071,-25.7418,-6318.9746
0.56687266,0.43388546,-0.092111304,0.15414466,0.09601271,0.027587082,0.02567439,0.025322832,0.3,8.542683e-12,0.019892242,1.0,-1.3176705e-12,0.0,0.14596269,-0.01895542,0.0035743876,-0.013173707,0.0734617,0.044005617,-0.000844192,0.025322832,0.3,8.542683e-12,0.019892242,1.0,-1.3176705e-12,2.5739398,-11.50201,-11.162611,17.839645,-38.311844,64.020706,-25.741674,-6318.9795
0.5681198,0.43372393,-0.09206968,0.1540399,0.096750945,0.027066372,0.025682002,0.025330598,0.3,8.542683e-12,0.019892242,1.0,-3.95304e-12,0.0,0.124712236,-0.016154697,0.004162321,-0.010476261,0.07382338,-0.05207094,0.00076123484,0.025330598,0.3,8.542683e-12,0.019892242,1.0,-3.95304e-12,2.5737834,-11.502075,-11.162154,17.839737,-38.31184,64.02074,-25.742039,-6318.9766
0.5691697,0.4335885,-0.09203055,0.15393245,0.09755176,0.027561054,0.025680058,0.025328979,0.3,8.23204e-12,0.019892242,1.0,-2.1412223e-12,0.0,0.10498726,-0.013542147,0.003912937,-0.010746187,0.08008188,0.049468096,-0.00019456906,0.025328979,0.3,8.23204e-12,0.019892242,1.0,-2.1412223e-12,2.5738063,-11.502059,-11.162231,17.839756,-38.31185,64.02074,-25.742008,-6318.9795
0.5700973,0.4334795,-0.091970325,0.15379894,0.09823446,0.027709914,0.02568174,0.02533167,0.3,8.23204e-12,0.019892242,1.0,-1.48238e-12,0.0,0.092756614,-0.010901142,0.006022527,-0.013349364,0.068269536,0.014886245,0.00016824104,0.02533167,0.3,8.23204e-12,0.019892242,1.0,-1.48238e-12,2.5736566,-11.502121,-11.161807,17.839844,-38.31185,64.02077,-25.742332,-6318.9775
0.5708495,0.4333868,-0.091933504,0.15370604,0.09890483,0.027490707,0.025693111,0.025342409,0.3,8.387361e-12,0.019892242,1.0,-1.3176697e-12,0.0,0.075219914,-0.009267159,0.003681736,-0.009290898,0.06703744,-0.02192096,0.0011371124,0.025342409,0.3,8.387361e-12,0.019892242,1.0,-1.3176697e-12,2.5736465,-11.502121,-11.161786,17.839874,-38.31185,64.02077,-25.74238,-6318.9775
0.57149005,0.43330485,-0.09188596,0.15366912,0.09946405,0.02740543,0.02571537,0.025363535,0.3,9.163969e-12,0.019892242,1.0,4.941468e-13,0.0,0.06405759,-0.008192422,0.00475417,-0.00369206,0.055921827,-0.008527635,0.0022258428,0.025363535,0.3,9.163969e-12,0.019892242,1.0,4.941468e-13,2.5736241,-11.5021305,-11.161723,17.839907,-38.311863,64.020775,-25.742441,-6318.978
0.5720139,0.4332196,-0.091817036,0.15429786,0.099815875,0.031201445,0.025665408,0.025329217,0.3,9.940576e-12,0.019892242,1.0,1.6046192e-17,0.0,0.05238862,-0.008526931,0.006893028,0.06287315,0.0351823,0.3796014,-0.00499623,0.025329217,0.3,9.940576e-12,0.019892242,1.0,1.6046192e-17,2.5735676,-11.502153,-11.16156,17.839958,-38.311863,64.0208,-25.742592,-6318.9805
0.5722904,0.43316406,-0.09196433,0.15457301,0.1011448,0.028185816,0.025685433,0.025332503,0.3,1.0095898e-11,0.019892242,1.0,-6.588262e-13,0.0,0.027651425,-0.00555668,-0.014729219,0.02751565,0.13289231,-0.30156267,0.0020026218,0.025332503,0.3,1.0095898e-11,0.019892242,1.0,-6.588262e-13,2.573121,-11.502387,-11.160194,17.840134,-38.3119,64.02083,-25.743458,-6318.968
0.5725688,0.43314523,-0.091971576,0.15448184,0.10176984,0.029272638,0.025683025,0.025327042,0.3,9.163969e-12,0.019892242,1.0,-2.6353524e-12,0.0,0.027831128,-0.0018804673,-0.0007250829,-0.009117216,0.062504776,0.108682185,-0.0002408757,0.025327042,0.3,9.163969e-12,0.019892242,1.0,-2.6353524e-12,2.5735862,-11.50214,-11.161618,17.839947,-38.311886,64.020775,-25.742514,-6318.981
0.57266366,0.4331345,-0.09200359,0.15448397,0.10267602,0.026807439,0.025691867,0.025338441,0.3,9.474612e-12,0.019892242,1.0,-1.1529566e-12,0.0,0.0094853435,-0.0010734638,-0.003201326,0.00021284912,0.09061703,-0.24652009,0.00088417117,0.025338441,0.3,9.474612e-12,0.019892242,1.0,-1.1529566e-12,2.573298,-11.502265,-11.160809,17.840145,-38.31187,64.020836,-25.743187,-6318.9775
0.5727646,0.43312842,-0.092015356,0.15434107,0.10321386,0.026131123,0.025691371,0.025337957,0.3,1.0561863e-11,0.019892242,1.0,3.2943895e-13,0.0,0.01009646,-0.00061001966,-0.0011767793,-0.014290481,0.053784415,-0.06763142,-4.9312366e-05,0.025337957,0.3,1.0561863e-11,0.019892242,1.0,3.2943895e-13,2.5735238,-11.502161,-11.161462,17.84005,-38.31189,64.0208,-25.742704,-6318.9834
0.5727953,0.43312413,-0.091989905,0.1541792,0.103661254,0.026322875,0.02568265,0.025333017,0.3,1.0251219e-11,0.019892242,1.0,9.882826e-13,0.0,0.003067289,-0.0004306026,0.0025453377,-0.01618587,0.044739056,0.019175211,-0.00087221403,0.025333017,0.3,1.0251219e-11,0.019892242,1.0,9.882826e-13,2.573376,-11.502226,-11.161046,17.840158,-38.31188,64.020836,-25.743073,-6318.983
