state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,state_16,state_17,state_18,state_19,state_20,state_21,state_22,state_23,state_24,state_25,state_26,action_0,action_1,action_2,action_3,action_4,action_5,action_6,reward
0.5588564,0.43322098,-0.08857927,0.14618832,0.19592413,0.020278595,0.025695331,0.025339913,0.3,2.096915e-11,0.019892246,1.0,-2.1412516e-12,0.0,0.0003135151,-0.00011667359,0.001119975,-0.005761374,0.008588424,-0.001887741,0.00047132478,0.025339913,0.3,2.096915e-11,0.019892246,1.0,-2.1412516e-12,2.557436,-11.510418,-11.116952,17.852272,-38.31328,64.022644,-25.775555,-6318.879
0.55886066,0.43322134,-0.088560455,0.14615412,0.19598874,0.020384908,0.02568607,0.02533181,0.3,2.065851e-11,0.019892246,1.0,-1.4824086e-12,0.0,0.0004269007,3.3547825e-05,0.0018805203,-0.0034209425,0.006460456,0.010630934,-0.00092585257,0.02533181,0.3,2.065851e-11,0.019892246,1.0,-1.4824086e-12,2.557477,-11.510393,-11.117074,17.852253,-38.31328,64.022644,-25.775478,-6318.88
0.5588516,0.43322012,-0.088538215,0.14623392,0.19621912,0.019865757,0.025693368,0.025342915,0.3,2.0192546e-11,0.019892246,1.0,-1.8118291e-12,0.0,-0.0009123549,-0.00012020247,0.002223319,0.007980168,0.023037465,-0.05191478,0.0007296612,0.025342915,0.3,2.0192546e-11,0.019892246,1.0,-1.8118291e-12,2.5574331,-11.51042,-11.1169405,17.852276,-38.313282,64.022644,-25.77556,-6318.879
0.55886567,0.4332149,-0.088509634,0.1463146,0.19616817,0.021381326,0.02568162,0.02533068,0.3,1.9881905e-11,0.019892246,1.0,-2.3059608e-12,0.0,0.0014057169,-0.0005215898,0.0028581584,0.008069014,-0.005095386,0.15155679,-0.0011747063,0.02533068,0.3,1.9881905e-11,0.019892246,1.0,-2.3059608e-12,2.5574946,-11.510387,-11.117136,17.85225,-38.313282,64.022644,-25.775427,-6318.882
0.5588236,0.43321025,-0.088583276,0.14645259,0.19664861,0.020139636,0.025711466,0.025354529,0.3,1.9726585e-11,0.019892246,1.0,-2.3059608e-12,0.0,-0.00085013587,0.00017134669,-0.0009803018,-0.005445446,0.013264127,-0.008002563,0.0029099444,0.025354529,0.3,1.9726585e-11,0.019892246,1.0,-2.3059608e-12,2.5570402,-11.510707,-11.115583,17.852364,-38.313446,64.02254,-25.776058,-6318.8545
0.558822,0.43321258,-0.0885848,0.14639145,0.19676457,0.020075494,0.025707848,0.025352523,0.3,1.9881909e-11,0.019892246,1.0,-2.3059608e-12,0.0,-0.00015989708,0.00023725137,-0.00015254016,-0.006115039,0.011594997,-0.006414331,-0.000361674,0.025352523,0.3,1.9881909e-11,0.019892246,1.0,-2.3059608e-12,2.5574086,-11.510432,-11.116888,17.8523,-38.313286,64.022644,-25.775599,-6318.8784
0.55879444,0.4332149,-0.088580415,0.14642884,0.19696495,0.019620355,0.025696723,0.025345188,0.3,2.0658517e-11,0.019892246,1.0,-6.588544e-13,0.0,-0.0027515052,0.00023123508,0.0004385538,0.0037399149,0.020039657,-0.045513738,-0.001112413,0.025345188,0.3,2.0658517e-11,0.019892246,1.0,-6.588544e-13,2.557399,-11.510441,-11.116856,17.852306,-38.313282,64.022644,-25.77562,-6318.878
0.5588157,0.4332143,-0.08858684,0.14637977,0.19702128,0.019804142,0.025686635,0.025332965,0.3,2.0813842e-11,0.019892246,1.0,-1.9765387e-12,0.0,0.0021280372,-6.197968e-05,-0.000641704,-0.0049069906,0.0056314664,0.018378612,-0.0010087285,0.025332965,0.3,2.0813842e-11,0.019892246,1.0,-1.9765387e-12,2.5574377,-11.510417,-11.116985,17.85229,-38.313282,64.022644,-25.775541,-6318.8813
0.55883247,0.4332148,-0.08858852,0.14632829,0.19710943,0.0198333,0.025683284,0.025332075,0.3,2.0813842e-11,0.019892246,1.0,-3.9530653e-12,0.0,0.001675393,5.117471e-05,-0.000168414,-0.005147282,0.008814223,0.0029157898,-0.00033518055,0.025332075,0.3,2.0813842e-11,0.019892246,1.0,-3.9530653e-12,2.5573108,-11.510493,-11.116597,17.852352,-38.313297,64.022644,-25.775768,-6318.877
0.558841,0.43321255,-0.08859539,0.14630623,0.19716755,0.019957487,0.025701877,0.025350593,0.3,2.0658524e-11,0.019892246,1.0,-3.9530653e-12,0.0,0.00085304066,-0.00022474577,-0.0006874523,-0.0022066997,0.005812499,0.012418782,0.0018591299,0.025350593,0.3,2.0658524e-11,0.019892246,1.0,-3.9530653e-12,2.557325,-11.510482,-11.116635,17.852348,-38.3133,64.022644,-25.775745,-6318.876
0.5588428,0.43321174,-0.08858936,0.14627454,0.19726428,0.020055667,0.025706813,0.02535401,0.3,2.034788e-11,0.019892246,1.0,-3.9530653e-12,0.0,0.00017718867,-8.289363e-05,0.000603279,-0.003169524,0.009674903,0.009817792,0.0004935345,0.02535401,0.3,2.034788e-11,0.019892246,1.0,-3.9530653e-12,2.5572844,-11.510508,-11.116519,17.852371,-38.31331,64.022644,-25.775816,-6318.875
0.558867,0.43320853,-0.08857555,0.1463024,0.19724438,0.02084526,0.025719594,0.025365278,0.3,2.0503203e-11,0.019892246,1.0,-3.788354e-12,0.0,0.0024150978,-0.0003232867,0.0013812112,0.0027868683,-0.0019901486,0.07895933,0.0012783144,0.025365278,0.3,2.0503203e-11,0.019892246,1.0,-3.788354e-12,2.5572674,-11.510517,-11.116478,17.852385,-38.31331,64.022644,-25.775845,-6318.874
0.5588126,0.43320787,-0.08857916,0.1463468,0.197564,0.019644674,0.025712062,0.025357328,0.3,2.0969173e-11,0.019892246,1.0,-3.9530653e-12,0.0,-0.0054323343,-6.401025e-05,-0.00036097429,0.0044388217,0.031960495,-0.12005855,-0.0007531399,0.025357328,0.3,2.0969173e-11,0.019892246,1.0,-3.9530653e-12,2.5570776,-11.510642,-11.115873,17.852453,-38.313362,64.02262,-25.776123,-6318.867
0.5588336,0.4332077,-0.08858156,0.14630385,0.19759953,0.019920725,0.02570108,0.025344506,0.3,2.0503207e-11,0.019892246,1.0,-5.6001705e-12,0.0,0.002097482,-1.6025973e-05,-0.00024066797,-0.004293619,0.0035529756,0.027605256,-0.0010982595,0.025344506,0.3,2.0503207e-11,0.019892246,1.0,-5.6001705e-12,2.5574708,-11.510409,-11.1170635,17.852234,-38.3133,64.02261,-25.775396,-6318.878
0.5588361,0.4332079,-0.08857772,0.14626499,0.19771914,0.019876508,0.025676515,0.025324663,0.3,2.0192568e-11,0.019892246,1.0,-5.6001705e-12,0.0,0.0002479062,2.1178152e-05,0.00038463686,-0.0038874622,0.011960661,-0.0044218064,-0.0024564494,0.025324663,0.3,2.0192568e-11,0.019892246,1.0,-5.6001705e-12,2.5571907,-11.510561,-11.116251,17.852428,-38.313324,64.022644,-25.775976,-6318.875
0.5588509,0.43320888,-0.08857287,0.14621478,0.19778126,0.019943116,0.025706738,0.025353676,0.3,2.0347892e-11,0.019892246,1.0,-3.9530644e-12,0.0,0.0014784494,9.498201e-05,0.00048559206,-0.005019186,0.0062138173,0.0066608144,0.0030222791,0.025353676,0.3,2.0347892e-11,0.019892246,1.0,-3.9530644e-12,2.5572357,-11.510534,-11.116394,17.85241,-38.313316,64.022644,-25.7759,-6318.875
0.5588467,0.43320864,-0.088558085,0.14618613,0.1978912,0.019919291,0.025694255,0.02534145,0.3,2.0037246e-11,0.019892246,1.0,-2.8000905e-12,0.0,-0.00041526998,-2.1170774e-05,0.0014775755,-0.002865519,0.01099311,-0.0023826314,-0.0012483455,0.02534145,0.3,2.0037246e-11,0.019892246,1.0,-2.8000905e-12,2.5571885,-11.510559,-11.116264,17.85244,-38.31332,64.022644,-25.77598,-6318.8745
0.55884004,0.43320405,-0.08855436,0.14631155,0.19805627,0.019499391,0.02568739,0.025335867,0.3,2.0192572e-11,0.019892246,1.0,-2.8000905e-12,0.0,-0.00066687405,-0.00046000537,0.0003727849,0.012542556,0.016506404,-0.041989896,-0.00068668847,0.025335867,0.3,2.0192572e-11,0.019892246,1.0,-2.8000905e-12,2.5571914,-11.510559,-11.11627,17.852444,-38.313324,64.022644,-25.775974,-6318.8755
0.5588447,0.4332048,-0.08855418,0.14626658,0.19811451,0.019695617,0.025691375,0.025333917,0.3,2.0037251e-11,0.019892246,1.0,-3.7883537e-12,0.0,0.00046317096,7.487595e-05,1.7768354e-05,-0.0044978946,0.005823482,0.019622436,0.00039865403,0.025333917,0.3,2.0037251e-11,0.019892246,1.0,-3.7883537e-12,2.5572262,-11.510544,-11.116366,17.85242,-38.313335,64.022644,-25.775902,-6318.878
0.55884147,0.43320507,-0.08854751,0.14630198,0.19825828,0.019431248,0.025725996,0.025372667,0.3,1.988193e-11,0.019892246,1.0,-4.2824854e-12,0.0,-0.0003164662,2.7690156e-05,0.0006668192,0.0035412898,0.014376704,-0.026436737,0.0034621872,0.025372667,0.3,1.988193e-11,0.019892246,1.0,-4.2824854e-12,2.5571208,-11.510598,-11.116059,17.852482,-38.31334,64.022644,-25.776104,-6318.8716
0.558806,0.4331972,-0.08855355,0.1464569,0.19852664,0.018695667,0.02569185,0.025342366,0.3,1.9881933e-11,0.019892246,1.0,-4.776617e-12,0.0,-0.0035502005,-0.0007863445,-0.00060340547,0.015491222,0.026837608,-0.07355819,-0.0034146078,0.025342366,0.3,1.9881933e-11,0.019892246,1.0,-4.776617e-12,2.5571706,-11.510572,-11.116219,17.852463,-38.31333,64.022644,-25.776007,-6318.8755
0.5588232,0.4331985,-0.08856567,0.14639935,0.19854581,0.019034248,0.025669448,0.025313657,0.3,1.9881935e-11,0.019892246,1.0,-5.435459e-12,0.0,0.0017260343,0.00013349236,-0.0012120355,-0.005754758,0.0019163627,0.03385815,-0.002240226,0.025313657,0.3,1.9881935e-11,0.019892246,1.0,-5.435459e-12,2.5572393,-11.510534,-11.116419,17.85242,-38.31333,64.022644,-25.775871,-6318.879
0.55886114,0.43319413,-0.088563874,0.14649493,0.19850788,0.020575698,0.02566905,0.025318261,0.3,1.9881936e-11,0.019892246,1.0,-5.2707495e-12,0.0,0.003791407,-0.00044210127,0.00017918464,0.009557694,-0.0037946517,0.15414473,-3.966503e-05,0.025318261,0.3,1.9881936e-11,0.019892246,1.0,-5.2707495e-12,2.5570536,-11.510639,-11.115857,17.852516,-38.313347,64.022644,-25.776215,-6318.872
0.55882925,0.43319154,-0.08859973,0.1465307,0.19872889,0.020102823,0.025700713,0.025348477,0.3,1.9881938e-11,0.019892246,1.0,-5.929592e-12,0.0,-0.0031905738,-0.000255561,-0.0035843037,0.0035768375,0.022101773,-0.047287412,0.0031661086,0.025348477,0.3,1.9881938e-11,0.019892246,1.0,-5.929592e-12,2.5566983,-11.510905,-11.114612,17.852589,-38.313507,64.02254,-25.776655,-6318.849
0.55883896,0.4331906,-0.088597536,0.14656425,0.19868535,0.020946665,0.025717145,0.025363876,0.3,1.988194e-11,0.019892246,1.0,-6.2590124e-12,0.0,0.00097259146,-9.447703e-05,0.0002186689,0.0033538397,-0.004353798,0.08438437,0.0016431657,0.025363876,0.3,1.988194e-11,0.019892246,1.0,-6.2590124e-12,2.5571449,-11.510599,-11.116131,17.852467,-38.313362,64.02263,-25.775997,-6318.872
0.558835,0.43319157,-0.088621035,0.14663844,0.198944,0.01997694,0.025708174,0.025353862,0.3,1.9571298e-11,0.019892246,1.0,-5.4354607e-12,0.0,-0.00039715023,9.379274e-05,-0.0023498852,0.0074193142,0.025865873,-0.09697247,-0.0008969574,0.025353862,0.3,1.9571298e-11,0.019892246,1.0,-5.4354607e-12,2.5568495,-11.510775,-11.115225,17.852608,-38.313408,64.02261,-25.77652,-6318.863
0.55882955,0.4331955,-0.08863917,0.14659113,0.19907393,0.019925151,0.025668062,0.025312092,0.3,1.8950013e-11,0.019892246,1.0,-6.259015e-12,0.0,-0.0005468096,0.0003945312,-0.0018136131,-0.004730717,0.012992213,-0.0051790094,-0.004011315,0.025312092,0.3,1.8950013e-11,0.019892246,1.0,-6.259015e-12,2.5571742,-11.510586,-11.116198,17.852417,-38.313354,64.02261,-25.77592,-6318.873
0.5588411,0.4331978,-0.088648856,0.14653619,0.19913219,0.0200249,0.025675673,0.025319424,0.3,1.9105337e-11,0.019892246,1.0,-4.9413316e-12,0.0,0.001160065,0.00022612719,-0.00096884556,-0.0054937694,0.005826604,0.009974824,0.000761292,0.025319424,0.3,1.9105337e-11,0.019892246,1.0,-4.9413316e-12,2.557046,-11.510643,-11.115849,17.852537,-38.313354,64.022644,-25.77623,-6318.873
0.558846,0.433199,-0.088641845,0.14649063,0.19919403,0.020190503,0.025691904,0.025336914,0.3,1.9260659e-11,0.019892246,1.0,-5.9295945e-12,0.0,0.0004824557,0.00012209013,0.00070128834,-0.0045556384,0.0061841197,0.0165606,0.0016231345,0.025336914,0.3,1.9260659e-11,0.019892246,1.0,-5.9295945e-12,2.5569963,-11.510677,-11.115698,17.85257,-38.313362,64.022644,-25.776321,-6318.871
0.55884045,0.43319994,-0.08864536,0.14645895,0.19935277,0.019932263,0.025709223,0.025354728,0.3,1.9571305e-11,0.019892246,1.0,-5.9295954e-12,0.0,-0.000552899,9.556498e-05,-0.00035174255,-0.003168195,0.01587456,-0.025824144,0.0017316551,0.025354728,0.3,1.9571305e-11,0.019892246,1.0,-5.9295954e-12,2.556954,-11.510697,-11.115586,17.852596,-38.31337,64.022644,-25.77639,-6318.87
0.5588451,0.4332,-0.08864395,0.1464345,0.19945091,0.01993309,0.025710832,0.025356859,0.3,1.9726627e-11,0.019892246,1.0,-5.9295954e-12,0.0,0.00046544528,5.506219e-06,0.00014095167,-0.002444261,0.009814026,8.26912e-05,0.00016089831,0.025356859,0.3,1.9726627e-11,0.019892246,1.0,-5.9295954e-12,2.5570183,-11.51066,-11.115787,17.852564,-38.31336,64.022644,-25.776274,-6318.872
0.5588659,0.43319896,-0.08861231,0.14649916,0.19927394,0.02133992,0.025694165,0.025342736,0.3,1.9571305e-11,0.019892246,1.0,-5.9295945e-12,0.0,0.0020850843,-0.00010449,0.0031644455,0.0064648474,-0.017697386,0.140683,-0.0016666045,0.025342736,0.3,1.9571305e-11,0.019892246,1.0,-5.9295945e-12,2.556954,-11.510696,-11.115587,17.852596,-38.31337,64.022644,-25.776394,-6318.87
0.5588503,0.4331981,-0.08862915,0.14658174,0.19963567,0.01992485,0.025656227,0.025301255,0.3,1.9105344e-11,0.019892246,1.0,-5.9295945e-12,0.0,-0.0015658985,-8.717696e-05,-0.001684316,0.00825732,0.03617263,-0.14150697,-0.003793886,0.025301255,0.3,1.9105344e-11,0.019892246,1.0,-5.9295945e-12,2.5566192,-11.510926,-11.114475,17.852695,-38.313477,64.02258,-25.77687,-6318.8564
0.55885196,0.4331976,-0.0886341,0.14653459,0.19969727,0.020165194,0.025671136,0.02531244,0.3,1.8794702e-11,0.019892246,1.0,-5.600173e-12,0.0,0.00016691192,-4.8247482e-05,-0.00049505173,-0.0047133425,0.006158886,0.024034359,0.0014909755,0.02531244,0.3,1.8794702e-11,0.019892246,1.0,-5.600173e-12,2.557099,-11.510632,-11.115969,17.852474,-38.31337,64.02261,-25.776062,-6318.8716
0.5588535,0.43319774,-0.08863595,0.14649478,0.19980706,0.020128166,0.025678204,0.025323793,0.3,1.8950024e-11,0.019892246,1.0,-5.106041e-12,0.0,0.00016108368,1.2408054e-05,-0.0001845957,-0.003981397,0.010979464,-0.0037026266,0.00070675055,0.025323793,0.3,1.8950024e-11,0.019892246,1.0,-5.106041e-12,2.556861,-11.510753,-11.115305,17.852654,-38.31339,64.022644,-25.77656,-6318.869
0.55884695,0.43319774,-0.08864601,0.14648502,0.19996043,0.01986052,0.025715899,0.025361989,0.3,1.9415991e-11,0.019892246,1.0,-4.1177773e-12,0.0,-0.00066425203,1.9982936e-06,-0.0010057916,-0.00097648345,0.015337289,-0.026764903,0.0037695798,0.025361989,0.3,1.9415991e-11,0.019892246,1.0,-4.1177773e-12,2.5568953,-11.510731,-11.115426,17.852638,-38.31338,64.022644,-25.776491,-6318.869
0.5588492,0.4331968,-0.0886489,0.14645556,0.20004267,0.01991309,0.02570176,0.02534932,0.3,1.8639385e-11,0.019892246,1.0,-5.1060415e-12,0.0,0.0002282754,-9.213919e-05,-0.00028967904,-0.0029455954,0.008224772,0.005257153,-0.001413956,0.02534932,0.3,1.8639385e-11,0.019892246,1.0,-5.1060415e-12,2.556919,-11.5107155,-11.115497,17.852633,-38.313377,64.022644,-25.776459,-6318.871
0.55885386,0.4331959,-0.08864039,0.14642753,0.20010725,0.020023257,0.025698872,0.025348786,0.3,1.8484065e-11,0.019892246,1.0,-5.435463e-12,0.0,0.00046686488,-9.2122296e-05,0.00085162156,-0.0028035236,0.00645727,0.011016584,-0.00028868509,0.025348786,0.3,1.8484065e-11,0.019892246,1.0,-5.435463e-12,2.5568557,-11.510756,-11.115295,17.852657,-38.313393,64.022644,-25.776566,-6318.868
0.5588454,0.43319634,-0.08863358,0.14640658,0.20023371,0.019928243,0.025699997,0.025349397,0.3,1.8484065e-11,0.019892246,1.0,-3.953067e-12,0.0,-0.0008498824,4.3952623e-05,0.00068006566,-0.0020949193,0.012646164,-0.009501367,0.00011246919,0.025349397,0.3,1.8484065e-11,0.019892246,1.0,-3.953067e-12,2.556821,-11.510773,-11.115199,17.85268,-38.313396,64.022644,-25.776625,-6318.868
0.5588498,0.4331945,-0.08862836,0.14637457,0.20033121,0.019912949,0.02568499,0.025334295,0.3,1.8328747e-11,0.019892246,1.0,-3.4589367e-12,0.0,0.00044190703,-0.0001856764,0.0005225919,-0.003200422,0.009750968,-0.0015293453,-0.0015007881,0.025334295,0.3,1.8328747e-11,0.019892246,1.0,-3.4589367e-12,2.556843,-11.510759,-11.115272,17.852676,-38.313393,64.022644,-25.776588,-6318.8696
0.5588629,0.43319392,-0.08860807,0.14632224,0.20034772,0.02026539,0.025687654,0.025338527,0.3,1.8018104e-11,0.019892246,1.0,-2.635385e-12,0.0,0.0013110721,-5.9767575e-05,0.0020291326,-0.005233734,0.0016509918,0.03524387,0.00026642357,0.025338527,0.3,1.8018104e-11,0.019892246,1.0,-2.635385e-12,2.5568223,-11.5107765,-11.115196,17.85268,-38.3134,64.022644,-25.776627,-6318.868
0.55885804,0.43319443,-0.0885974,0.14630121,0.20048578,0.02009472,0.025683526,0.025333345,0.3,1.8018106e-11,0.019892246,1.0,-2.6353863e-12,0.0,-0.00048987917,5.460128e-05,0.0010667199,-0.002102296,0.013805057,-0.017066665,-0.00041273574,0.025333345,0.3,1.8018106e-11,0.019892246,1.0,-2.6353863e-12,2.5567217,-11.510834,-11.114908,17.852737,-38.313416,64.02263,-25.77679,-6318.866
0.5588403,0.43319488,-0.08858985,0.1462835,0.20068252,0.019770838,0.025673768,0.02532041,0.3,1.7862788e-11,0.019892246,1.0,-2.6353863e-12,0.0,-0.0017719364,4.4624237e-05,0.0007558602,-0.0017692889,0.019673053,-0.03238815,-0.0009759165,0.02532041,0.3,1.7862788e-11,0.019892246,1.0,-2.6353863e-12,2.5568047,-11.510783,-11.115162,17.852703,-38.313404,64.022644,-25.77665,-6318.87
0.55885154,0.43319377,-0.088584945,0.14624862,0.200737,0.019883893,0.02570734,0.025352264,0.3,1.7552146e-11,0.019892246,1.0,-3.1295175e-12,0.0,0.0011249997,-0.000111126836,0.00048960233,-0.0034891935,0.005449809,0.011305314,0.0033571841,0.025352264,0.3,1.7552146e-11,0.019892246,1.0,-3.1295175e-12,2.5568185,-11.5107765,-11.115201,17.852695,-38.313404,64.022644,-25.77663,-6318.869
0.55884373,0.43319243,-0.088577986,0.14623122,0.20087665,0.019703742,0.025705067,0.025351256,0.3,1.7552147e-11,0.019892246,1.0,-3.1295175e-12,0.0,-0.0007766197,-0.00013597128,0.000696028,-0.0017409545,0.013964272,-0.018015198,-0.0002271207,0.025351256,0.3,1.7552147e-11,0.019892246,1.0,-3.1295175e-12,2.5567179,-11.510838,-11.1149025,17.852747,-38.313416,64.022644,-25.776802,-6318.866
0.5588505,0.43319184,-0.088562734,0.14621039,0.20092587,0.01988267,0.025704231,0.025353141,0.3,1.7241505e-11,0.019892246,1.0,-3.1295175e-12,0.0,0.0006781533,-5.8850994e-05,0.0015254584,-0.0020832699,0.0049214726,0.017892927,-8.379121e-05,0.025353141,0.3,1.7241505e-11,0.019892246,1.0,-3.1295175e-12,2.5567665,-11.510807,-11.115047,17.85273,-38.313416,64.022644,-25.776724,-6318.868
0.55884695,0.43319124,-0.088560246,0.14618763,0.20106548,0.01967167,0.025700511,0.02534789,0.3,1.7241507e-11,0.019892246,1.0,-3.6236487e-12,0.0,-0.00035963568,-6.0087943e-05,0.0002485052,-0.0022753896,0.013961302,-0.021100102,-0.00037199212,0.02534789,0.3,1.7241507e-11,0.019892246,1.0,-3.6236487e-12,2.5566754,-11.51086,-11.114776,17.85278,-38.313427,64.022644,-25.776878,-6318.865
0.55885607,0.43318772,-0.08854569,0.14634007,0.20095631,0.020787692,0.025684603,0.025338044,0.3,1.7086188e-11,0.019892246,1.0,-2.9648068e-12,0.0,0.0009132505,-0.00035099202,0.0014559114,0.015244122,-0.010917982,0.11160217,-0.0015907607,0.025338044,0.3,1.7086188e-11,0.019892246,1.0,-2.9648068e-12,2.556743,-11.51082,-11.114981,17.852745,-38.313416,64.022644,-25.77676,-6318.868
0.5588601,0.43318725,-0.08854308,0.14628892,0.20106077,0.020673875,0.025692688,0.025340196,0.3,1.6775546e-11,0.019892246,1.0,-2.4706743e-12,0.0,0.00040140207,-4.895849e-05,0.00026062975,-0.0051159556,0.010446833,-0.011381665,0.0008086032,0.025340196,0.3,1.6775546e-11,0.019892246,1.0,-2.4706743e-12,2.556407,-11.511048,-11.113884,17.85286,-38.313522,64.02259,-25.777256,-6318.8525
0.5588473,0.43318647,-0.088560164,0.1462868,0.201271,0.020236965,0.02568895,0.025336,0.3,1.7086192e-11,0.019892246,1.0,-3.129518e-12,0.0,-0.0012804073,-7.707929e-05,-0.0017082,-0.0002104385,0.021023288,-0.04369106,-0.00037375226,0.025336,0.3,1.7086192e-11,0.019892246,1.0,-3.129518e-12,2.5567017,-11.510849,-11.114851,17.852764,-38.313427,64.022644,-25.776825,-6318.866
0.5588594,0.4331815,-0.08856049,0.14638425,0.20123497,0.020966675,0.025678298,0.025328945,0.3,1.7086194e-11,0.019892246,1.0,-3.129518e-12,0.0,0.00121164,-0.00049713004,-3.28554e-05,0.009743888,-0.0036028572,0.072971135,-0.0010653947,0.025328945,0.3,1.7086194e-11,0.019892246,1.0,-3.129518e-12,2.5567372,-11.510822,-11.114977,17.852755,-38.313423,64.022644,-25.776768,-6318.869
0.5588535,0.4331818,-0.0885766,0.14636213,0.20141655,0.02060136,0.025716815,0.02536118,0.3,1.7241514e-11,0.019892246,1.0,-2.470676e-12,0.0,-0.00058909145,2.9509254e-05,-0.0016109631,-0.002212692,0.018157035,-0.0365315,0.0038517436,0.02536118,0.3,1.7241514e-11,0.019892246,1.0,-2.470676e-12,2.556451,-11.511006,-11.114077,17.85287,-38.31349,64.02262,-25.777224,-6318.857
0.5588549,0.4331835,-0.08857061,0.14631972,0.20154995,0.020676225,0.025704488,0.025351616,0.3,1.7396837e-11,0.019892246,1.0,-3.6236513e-12,0.0,0.00013638247,0.00017322884,0.00059972133,-0.0042397897,0.0133397905,0.0074865464,-0.0012327823,0.025351616,0.3,1.7396837e-11,0.019892246,1.0,-3.6236513e-12,2.5566878,-11.510855,-11.114825,17.852783,-38.31343,64.022644,-25.776852,-6318.867
0.5588406,0.43318433,-0.088563174,0.14629447,0.20173465,0.020277962,0.025703037,0.02534968,0.3,1.7552161e-11,0.019892246,1.0,-3.1295192e-12,0.0,-0.0014306881,8.1509e-05,0.0007440825,-0.0025240972,0.018469896,-0.039826497,-0.00014499956,0.02534968,0.3,1.7552161e-11,0.019892246,1.0,-3.1295192e-12,2.556584,-11.510917,-11.114506,17.852829,-38.31345,64.02263,-25.77703,-6318.8633
0.55884,0.43318418,-0.088571236,0.14627708,0.20185912,0.020178061,0.025696885,0.025345016,0.3,1.7086197e-11,0.019892246,1.0,-1.6471248e-12,0.0,-5.853179e-05,-1.5868533e-05,-0.00080738525,-0.0017400942,0.012445796,-0.009989946,-0.00061529054,0.025345016,0.3,1.7086197e-11,0.019892246,1.0,-1.6471248e-12,2.5566754,-11.510864,-11.114783,17.852795,-38.31343,64.022644,-25.776882,-6318.867
0.5588336,0.43318325,-0.08856873,0.14625941,0.20197359,0.020112447,0.025705997,0.025355443,0.3,1.6930879e-11,0.019892246,1.0,-2.8000991e-12,0.0,-0.0006430441,-9.4577335e-05,0.00025014297,-0.0017671732,0.011448346,-0.0065614935,0.00091120263,0.025355443,0.3,1.6930879e-11,0.019892246,1.0,-2.8000991e-12,2.5565982,-11.510909,-11.114559,17.852839,-38.313446,64.022644,-25.777016,-6318.8643
0.5588355,0.43318316,-0.08855578,0.14622284,0.20209835,0.020072075,0.025675517,0.025322147,0.3,1.6309593e-11,0.019892246,1.0,-1.8118353e-12,0.0,0.00019503737,-4.41834e-06,0.0012950051,-0.0036559852,0.012476181,-0.0040372256,-0.0030480064,0.025322147,0.3,1.6309593e-11,0.019892246,1.0,-1.8118353e-12,2.556572,-11.510922,-11.114481,17.852852,-38.31345,64.022644,-25.777065,-6318.865
0.5588332,0.43318266,-0.088548236,0.1461929,0.20219664,0.020055495,0.025663871,0.02530969,0.3,1.6620238e-11,0.019892246,1.0,-1.8118353e-12,0.0,-0.00023386683,-5.15976e-05,0.0007547716,-0.0029947294,0.009829185,-0.0016577821,-0.0011642745,0.02530969,0.3,1.6620238e-11,0.019892246,1.0,-1.8118353e-12,2.5565543,-11.51093,-11.114434,17.85286,-38.313454,64.022644,-25.777088,-6318.865
0.5588287,0.43318287,-0.088542104,0.14618784,0.20235634,0.019867036,0.025682671,0.025327954,0.3,1.6464918e-11,0.019892246,1.0,-3.6236506e-12,0.0,-0.00044372515,1.9665116e-05,0.0006134483,-0.0005045354,0.015968507,-0.01884613,0.0018797631,0.025327954,0.3,1.6464918e-11,0.019892246,1.0,-3.6236506e-12,2.556536,-11.510946,-11.114377,17.85287,-38.313457,64.022644,-25.777122,-6318.8643
0.55883276,0.43318132,-0.08853165,0.14613323,0.2024441,0.019847492,0.025732704,0.025373135,0.3,1.5998956e-11,0.019892246,1.0,-3.6236496e-12,0.0,0.00040108088,-0.00015440396,0.0010454353,-0.0054627573,0.008777694,-0.0019542072,0.005003141,0.025373135,0.3,1.5998956e-11,0.019892246,1.0,-3.6236496e-12,2.5565333,-11.510942,-11.11438,17.852882,-38.31346,64.022644,-25.777126,-6318.8623
0.5588294,0.43318123,-0.08852302,0.14612092,0.20258653,0.019697534,0.025736155,0.025377199,0.3,1.5843635e-11,0.019892246,1.0,-4.1177808e-12,0.0,-0.00033281316,-6.670216e-06,0.00086302834,-0.0012309612,0.014243145,-0.01499595,0.00034517233,0.025377199,0.3,1.5843635e-11,0.019892246,1.0,-4.1177808e-12,2.5564976,-11.510968,-11.114265,17.852901,-38.31347,64.022644,-25.77719,-6318.8613
0.5588393,0.43317932,-0.08850525,0.14608622,0.20261374,0.01996364,0.025704073,0.025345229,0.3,1.5532995e-11,0.019892246,1.0,-3.2942282e-12,0.0,0.0009897428,-0.00019330774,0.0017772166,-0.0034701573,0.0027202922,0.02661082,-0.0032081304,0.025345229,0.3,1.5532995e-11,0.019892246,1.0,-3.2942282e-12,2.556506,-11.5109625,-11.114287,17.852898,-38.313465,64.022644,-25.77718,-6318.863
